Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Brand,isFIFA,isSuperMario,isGTA,isPokemon,isCOD,isNFS,FIFASales,MarioSales,GTASales,PokeSales,CODSales,NFSSales,NA_Mil_Sales,EU_Mil_Sales,JP_Mil_Sales,Other_Mil_Sales,Global_Mil_Sales,Genre_Filtered,NOT_NA_MIL
13625,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1799,30000,5619,10000,40000,Other,38201
13626,Amagami,PSV,2014,Adventure,Kadokawa Games,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4409,232,40000,1255,40000,Other,35591
13627,Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,4552,3824,7121,40000,Shooter,0
13628,MLB SlugFest 20-04,GC,2003,Sports,Midway Games,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,278,593,40000,Sports,10000
13629,Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,8287,2995,1685,40000,Action,0
13630,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7378,8636,40000,1359,40000,Other,32622
13631,Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8632,6397,40000,257,40000,Role-Playing,31368
13632,Black & White,PC,2001,Strategy,Electronic Arts,0,0.04,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7435,40000,2143,10000,40000,Other,32565
13633,NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,3965,10000,40000,Other,30000
13634,The Cube,Wii,2012,Action,Funbox Media,0,0.04,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3618,40000,5206,3991,40000,Action,36382
13635,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,483,30000,9687,10000,40000,Other,39517
13636,Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,4646,9915,2867,40000,Platfrom,0
13637,NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,5134,6284,1041,40000,Other,0
13638,Breath of Fire III,PSP,2005,Role-Playing,Capcom,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8356,30000,1380,10000,40000,Role-Playing,31644
13639,Torino 2006,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,5145,5620,40000,Sports,10000
13640,Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,7393,10000,40000,Action,30000
13641,Amnesia,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3507,8561,40000,8936,40000,Other,36493
13642,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4077,2560,40000,45,40000,Other,35923
13643,Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,3084,9458,768,40000,Other,0
13644,Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,Unknown,0,0.04,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5611,40000,6240,10000,40000,Other,34389
13645,Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5029,40000,5008,10000,40000,Other,34971
13646,Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,1736,2452,40000,Shooter,10000
13647,Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9139,3082,40000,7144,40000,Action,30861
13648,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,3154,3725,4,40000,Other,10000
13649,Hitman (2016),PS4,2016,Action,Square Enix,0,0.04,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4349,40000,9911,10000,40000,Action,35651
13650,World Poker Tour,PSP,2006,Misc,Take-Two Interactive,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,8933,6495,111,40000,Other,0
13651,Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8229,1217,40000,4280,40000,Other,31771
13652,7 Days to Die,XOne,2016,Action,Telltale Games,0.02,0.02,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,5913,3242,40000,Action,20000
13653,Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,8229,3612,40000,Other,10000
13654,Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5226,5180,40000,8333,40000,Action,34774
13655,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,5569,2605,1656,40000,Action,10000
13656,Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,143,8998,40000,591,40000,Other,39857
13657,Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2239,2596,40000,9223,40000,Role-Playing,37761
13658,Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,7853,5035,1002,40000,Racing,0
13659,Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7289,4513,40000,435,40000,Action,32711
13660,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,201,30000,9950,10000,40000,Other,39799
13661,Mazes of Fate DS,DS,2008,Role-Playing,Graffiti,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,9569,694,9919,40000,Role-Playing,0
13662,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4773,6026,40000,9346,40000,Other,35227
13663,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,2640,813,3665,40000,Action,0
13664,Virtua Tennis 4,PC,2011,Sports,Sega,0,0.03,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1431,30000,9424,10000,40000,Sports,38569
13665,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,3740,3753,5390,40000,Other,0
13666,Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5892,30000,9559,10000,40000,Other,34108
13668,Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5608,9694,40000,985,40000,Other,34392
13669,Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,7940,10000,40000,Other,20000
13670,Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1810,30000,9419,10000,40000,Racing,38190
13671,WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,2380,3981,2401,40000,Other,0
13672,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7461,2028,40000,3249,40000,Sports,32539
13673,Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,5423,6993,8750,40000,Sports,0
13675,Dark Half,SNES,1996,Role-Playing,Enix Corporation,0,0,0.04,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9597,2930,40000,9591,40000,Role-Playing,30403
13676,System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,System 3 Arcade Software,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,2525,9720,40000,Racing,10000
13678,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,3877,20000,9024,40000,Other,30000
13679,Imperial Glory,PC,2005,Strategy,Eidos Interactive,0,0.04,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7465,40000,3950,6257,40000,Other,32535
13680,Lionel Trains: On Track,DS,2006,Action,DSI Games,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,6816,7160,1676,40000,Action,0
13681,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9531,1414,40000,9629,40000,Other,30469
13682,Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,493,5975,40000,6101,40000,Other,39507
13683,The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.03,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,30000,1421,9905,40000,Other,30000
13684,Sonic PC Collection,PC,2009,Misc,Sega,0,0.04,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3061,40000,8851,10000,40000,Other,36939
13685,Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,3958,3023,8280,40000,Other,0
13686,Yourself Fitness,PS2,2005,Sports,responDESIGN,0.02,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,3159,10000,40000,Sports,20000
13687,Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4776,7133,40000,8333,40000,Other,35224
13688,Lost Planet 3,PC,2013,Shooter,Capcom,0,0.03,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9076,30000,9799,10000,40000,Shooter,30924
13689,Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,5355,2594,1502,40000,Other,0
13690,Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,Black Bean Games,0.03,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,570,769,8173,40000,Racing,10000
13691,Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,5058,3191,40000,Other,10000
13692,12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1892,4052,40000,5361,40000,Other,38108
13693,Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8079,7129,40000,1922,40000,Role-Playing,31921
13694,Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,1268,10000,40000,Other,30000
13695,Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,1498,8769,8930,40000,Other,0
13696,WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,9760,10000,40000,Shooter,20000
13697,Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,475,7769,40000,247,40000,Sports,39525
13698,Banushi Life Game: Winner's Circle,DS,2007,Sports,Genki,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9485,9364,40000,7394,40000,Sports,30515
13699,Catwoman,GBA,2004,Action,Electronic Arts,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,149,3583,40000,Action,10000
13700,Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9736,2463,40000,4352,40000,Other,30264
13701,Gitaroo Man Lives!,PSP,2006,Misc,Tecmo Koei,0.03,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,5307,8074,6268,40000,Other,10000
13702,Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3475,9143,40000,7890,40000,Other,36525
13703,Capcom Fighting Evolution,XB,2005,Fighting,Capcom,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,2954,4434,40000,Other,10000
13704,XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.01,0.02,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,4841,10000,40000,Other,30000
13705,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,30000,2369,10000,40000,Other,30000
13706,Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,9517,7677,40000,Shooter,20000
13707,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Role-Playing,Spike,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9039,7130,40000,1757,40000,Role-Playing,30961
13708,PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,7835,3488,9675,40000,Other,0
13709,Dead Ball Zone,PS,1998,Sports,GT Interactive,0.02,0.02,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,3492,7397,40000,Sports,20000
13710,NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,2262,980,1791,40000,Sports,0
13711,Men of War: Vietnam,PC,2011,Strategy,Unknown,0,0.03,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2694,30000,2583,10000,40000,Other,37306
13712,NBA In The Zone '99,N64,1998,Sports,Konami Digital Entertainment,0.04,0,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,3200,7805,8743,40000,Sports,0
13713,Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,59,5419,40000,5790,40000,Sports,39941
13714,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai Games,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6283,1841,40000,9765,40000,Action,33717
13715,SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,7682,8277,554,40000,Shooter,10000
13716,OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.03,0.01,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,3770,10000,40000,Racing,10000
13717,Haunted Casino,SAT,1996,Adventure,Societa,0,0,0.04,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7700,9265,40000,681,40000,Other,32300
13718,World Series Baseball,SAT,1994,Sports,Sega,0,0,0.04,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,800,5113,40000,6421,40000,Sports,39200
13719,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,Konami Digital Entertainment,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1794,5095,40000,8751,40000,Action,38206
13720,Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0,0.01,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,9387,10000,40000,Action,20000
13721,Chicken Blaster,DS,2009,Shooter,Zushi Games,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,5583,6931,3091,40000,Shooter,0
13722,Summer Challenge: Athletics Tournament,PS3,2011,Sports,PQube,0,0.03,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5253,30000,8485,10000,40000,Sports,34747
13723,S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6907,7907,40000,6388,40000,Other,33093
13724,Metal Max Returns,SNES,1995,Role-Playing,Data East,0,0,0.04,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1461,7457,40000,1651,40000,Role-Playing,38539
13725,Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,7797,1942,40000,Other,10000
13726,Off-Road Drive,PC,2011,Racing,1C Company,0,0.03,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9936,30000,1858,10000,40000,Racing,30064
13727,Hanaoni: Yume no Tsudzuki,PSP,2012,Action,Idea Factory,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6338,687,40000,4656,40000,Action,33662
13728,Mat Hoffman's Pro BMX 2,GC,2002,Sports,Activision,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,6063,9227,40000,Sports,10000
13729,Unchained Blades,3DS,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5226,4669,40000,4884,40000,Role-Playing,34774
13730,Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,2986,3282,810,40000,Racing,0
13731,Gal*Gun,X360,2011,Shooter,Alchemist,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6104,5950,40000,89,40000,Shooter,33896
13732,GoGo's Crazy Bones,DS,2012,Action,GameMill Entertainment,0,0.04,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3553,40000,273,4436,40000,Action,36447
13733,MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,4550,1859,3577,40000,Sports,0
13734,Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0,0.03,0,0.01,0.04,00s,GTA,0,0,1,0,0,0,0,0,0.04,0,0,0,6698,30000,5879,10000,40000,Action,33302
13736,Ookami Kakushi,PSP,2009,Action,Konami Digital Entertainment,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,573,3929,40000,3211,40000,Action,39427
13737,Zen-Nippon GT Senshuken,SNES,1995,Racing,Banpresto,0,0,0.04,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5173,1239,40000,3072,40000,Racing,34827
13738,North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,9656,3609,584,40000,Sports,10000
13739,City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,9270,1345,5262,40000,Other,0
13740,PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0,0,0.04,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,7047,9205,40000,7239,40000,Other,32953
13741,Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.03,0.01,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,2935,6144,40000,Racing,10000
13742,Worms Armageddon,N64,1999,Strategy,Infogrames,0.03,0.01,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,8145,9811,40000,Other,10000
13743,Rally Challenge 2000,N64,1999,Racing,Imagineer,0.03,0.01,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,4020,3295,40000,Racing,10000
13744,Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,5575,8218,40000,Platfrom,10000
13745,Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,4356,6025,40000,Platfrom,10000
13746,Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,5541,2609,40000,Other,10000
13747,Kikou Heidan J-Phoenix 2,PS2,2003,Action,Takara,0,0,0.04,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,981,3353,40000,2520,40000,Action,39019
13748,Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1445,7019,40000,4550,40000,Action,38555
13749,Dragon's Lair 3D: Return to the Lair,GC,2002,Platform,THQ,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,4019,948,40000,Platfrom,10000
13750,Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,700,3224,40000,7873,40000,Role-Playing,39300
13751,Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,1047,2559,40000,Other,30000
13752,Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.03,0.01,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000,6076,3208,40000,Other,10000
13753,Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0,0.03,0,0.01,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,3562,30000,1243,10000,40000,Action,36438
13754,Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,0.04,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6533,9775,40000,9058,40000,Sports,33467
13755,Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0,0.01,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,9142,10000,2232,40000,Action,10000
13756,Super Black Bass Fishing,DS,2005,Sports,Majesco Entertainment,0.04,0,0,0,0.04,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,5697,1566,292,40000,Sports,0
13757,Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,1345,420,40000,Shooter,20000
13758,Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ubisoft,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,3771,4032,8786,40000,Other,0
13759,Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0,0.04,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,8732,4402,3964,40000,Racing,0
